Datetime,Station Pressure [hPa],Sea Level Pressure [hPa],Precipitation [mm],Temperature [°C],Relative Humidity [%],Vapor Pressure [hPa],Mixing Ratio [kg/kg],Wind Speed [m/s],Wind Direction [°],Gust Speed [m/s],Gust Direction [°],Sunshine Duration [minutes]
2015-08-15 02:50:00,1006.5,1008.2,0.0,24.6,88,27.2,0.0173,1.1,135.0,2.0,157.5,0.0
2015-08-15 03:00:00,1006.6,1008.3,0.0,24.5,89,27.4,0.0174,0.9,157.5,1.9,157.5,0.0
2015-08-15 03:10:00,1006.5,1008.2,0.0,24.5,89,27.4,0.0174,1.5,135.0,2.5,135.0,0.0
2015-08-15 03:20:00,1006.5,1008.2,0.0,24.4,89,27.2,0.0173,1.5,135.0,2.9,157.5,0.0
2015-08-15 03:30:00,1006.6,1008.3,0.0,24.3,87,26.4,0.0168,1.2,135.0,2.7,157.5,0.0
2015-08-15 03:40:00,1006.6,1008.3,0.0,24.2,87,26.3,0.0167,1.4,135.0,2.8,157.5,0.0
2015-08-15 03:50:00,1006.5,1008.2,0.0,24.2,86,26.0,0.0165,2.0,157.5,2.9,157.5,0.0
2015-08-15 04:00:00,1006.5,1008.2,0.0,24.2,87,26.3,0.0167,1.4,135.0,2.2,135.0,0.0
2015-08-15 04:10:00,1006.5,1008.2,0.0,24.3,87,26.4,0.0168,1.7,157.5,2.9,157.5,0.0
2015-08-15 04:20:00,1006.6,1008.3,0.0,24.2,86,26.0,0.0165,1.8,157.5,2.8,135.0,0.0
2015-08-15 04:30:00,1006.6,1008.3,0.0,24.1,86,25.8,0.0164,1.2,157.5,2.5,157.5,0.0
2015-08-15 04:40:00,1006.6,1008.3,0.0,24.1,87,26.1,0.0166,0.9,157.5,1.4,135.0,0.0
2015-08-15 04:50:00,1006.6,1008.3,0.0,24.1,87,26.1,0.0166,1.2,180.0,1.9,180.0,0.0
2015-08-15 05:00:00,1006.7,1008.4,0.0,23.8,89,26.2,0.0166,1.3,157.5,1.7,157.5,0.0
2015-08-15 05:10:00,1006.7,1008.4,0.0,24.0,88,26.3,0.0167,1.4,157.5,2.2,135.0,0.0
2015-08-15 05:20:00,1006.7,1008.4,0.0,24.1,88,26.4,0.0168,2.0,157.5,2.6,157.5,0.0
2015-08-15 05:30:00,1006.8,1008.5,0.0,23.9,88,26.1,0.0166,2.1,157.5,2.9,157.5,0.0
2015-08-15 05:40:00,1006.7,1008.4,0.0,23.8,89,26.2,0.0166,1.5,157.5,2.1,157.5,0.0
2015-08-15 05:50:00,1006.7,1008.4,0.0,23.8,89,26.2,0.0166,1.0,135.0,1.7,135.0,0.0
2015-08-15 06:00:00,1006.8,1008.5,0.0,24.0,88,26.3,0.0167,1.5,135.0,2.9,135.0,0.0
2015-08-15 06:10:00,1006.8,1008.5,0.0,24.0,87,26.0,0.0165,2.2,135.0,2.8,135.0,0.0
2015-08-15 06:20:00,1006.9,1008.6,0.0,24.0,87,26.0,0.0165,1.8,135.0,2.8,135.0,0.0
2015-08-15 06:30:00,1007.0,1008.7,0.0,24.0,86,25.7,0.0163,1.9,135.0,3.0,157.5,3.0
2015-08-15 06:40:00,1007.0,1008.7,0.0,24.1,85,25.5,0.0162,1.7,135.0,2.6,135.0,10.0
2015-08-15 06:50:00,1007.0,1008.7,0.0,24.3,85,25.8,0.0164,1.5,135.0,2.6,135.0,10.0
2015-08-15 07:00:00,1007.1,1008.8,0.0,24.6,85,26.3,0.0167,0.9,112.5,1.8,112.5,10.0
2015-08-15 07:10:00,1007.2,1008.9,0.0,24.6,83,25.7,0.0163,1.7,157.5,3.2,135.0,10.0
2015-08-15 07:20:00,1007.2,1008.9,0.0,24.9,82,25.8,0.0164,1.8,157.5,2.6,157.5,10.0
2015-08-15 07:30:00,1007.2,1008.9,0.0,25.6,82,26.9,0.0171,1.9,135.0,3.1,135.0,10.0
2015-08-15 07:40:00,1007.3,1009.0,0.0,25.5,82,26.8,0.017,2.0,135.0,3.4,135.0,10.0
2015-08-15 07:50:00,1007.3,1009.0,0.0,25.4,82,26.6,0.0169,1.3,112.5,2.9,112.5,10.0
2015-08-15 08:00:00,1007.3,1009.0,0.0,25.9,81,27.1,0.0172,2.0,112.5,3.3,112.5,10.0
2015-08-15 08:10:00,1007.2,1008.9,0.0,26.0,80,26.9,0.0171,1.9,112.5,3.2,90.0,10.0
2015-08-15 08:20:00,1007.3,1009.0,0.0,26.4,78,26.8,0.017,1.8,112.5,3.3,112.5,10.0
2015-08-15 08:30:00,1007.3,1009.0,0.0,26.7,77,27.0,0.0171,1.7,112.5,2.9,135.0,10.0
2015-08-15 08:40:00,1007.3,1009.0,0.0,27.1,76,27.3,0.0173,1.3,112.5,2.5,67.5,10.0
2015-08-15 08:50:00,1007.3,1009.0,0.0,26.9,75,26.6,0.0169,1.3,112.5,3.4,135.0,10.0
2015-08-15 09:00:00,1007.2,1008.9,0.0,27.2,73,26.3,0.0167,1.1,157.5,2.7,157.5,10.0
2015-08-15 09:10:00,1007.2,1008.9,0.0,27.3,71,25.8,0.0163,2.0,157.5,3.6,157.5,10.0
2015-08-15 09:20:00,1007.3,1009.0,0.0,28.7,69,27.2,0.0172,1.4,180.0,3.3,157.5,10.0
2015-08-15 09:30:00,1007.4,1009.1,0.0,28.0,69,26.1,0.0165,1.1,112.5,2.5,112.5,10.0
2015-08-15 09:40:00,1007.4,1009.1,0.0,28.6,66,25.8,0.0164,1.4,90.0,2.7,112.5,10.0
2015-08-15 09:50:00,1007.5,1009.2,0.0,29.0,63,25.2,0.016,1.2,67.5,2.1,67.5,10.0
2015-08-15 10:00:00,1007.5,1009.2,0.0,29.0,63,25.2,0.016,1.3,90.0,2.5,67.5,10.0
2015-08-15 10:10:00,1007.4,1009.1,0.0,30.2,56,24.1,0.0152,1.5,360.0,2.9,22.5,10.0
2015-08-15 10:20:00,1007.4,1009.1,0.0,30.0,58,24.6,0.0156,2.2,360.0,3.1,360.0,10.0
2015-08-15 10:30:00,1007.4,1009.1,0.0,30.0,61,25.9,0.0164,1.6,337.5,3.4,337.5,10.0
2015-08-15 10:40:00,1007.3,1009.0,0.0,31.2,61,27.7,0.0176,3.3,360.0,4.4,360.0,10.0
2015-08-15 10:50:00,1007.3,1009.0,0.0,31.3,59,27.0,0.0171,3.7,360.0,4.7,360.0,10.0
2015-08-15 11:00:00,1007.1,1008.8,0.0,30.9,58,25.9,0.0164,3.0,360.0,4.3,360.0,10.0
2015-08-15 11:10:00,1007.0,1008.7,0.0,31.3,56,25.6,0.0162,3.4,360.0,4.8,360.0,10.0
2015-08-15 11:20:00,1006.9,1008.6,0.0,31.3,57,26.1,0.0165,3.2,360.0,5.0,360.0,10.0
2015-08-15 11:30:00,1007.0,1008.7,0.0,31.4,54,24.8,0.0157,3.3,337.5,4.6,337.5,10.0
2015-08-15 11:40:00,1006.9,1008.6,0.0,30.8,58,25.8,0.0163,3.5,337.5,5.1,315.0,10.0
2015-08-15 11:50:00,1006.9,1008.6,0.0,31.1,60,27.1,0.0172,3.2,360.0,5.0,22.5,10.0
2015-08-15 12:00:00,1006.8,1008.5,0.0,31.3,56,25.6,0.0162,4.1,360.0,6.3,360.0,10.0
2015-08-15 12:10:00,1006.8,1008.5,0.0,31.1,58,26.2,0.0166,3.8,360.0,6.5,337.5,10.0
2015-08-15 12:20:00,1006.7,1008.4,0.0,31.4,58,26.7,0.0169,4.1,337.5,6.2,337.5,10.0
2015-08-15 12:30:00,1006.7,1008.4,0.0,30.9,58,25.9,0.0164,4.3,315.0,6.8,315.0,10.0
2015-08-15 12:40:00,1006.6,1008.3,0.0,31.1,58,26.2,0.0166,4.3,337.5,6.7,315.0,10.0
2015-08-15 12:50:00,1006.5,1008.2,0.0,31.9,56,26.5,0.0168,5.1,337.5,7.1,337.5,10.0
2015-08-15 13:00:00,1006.5,1008.2,0.0,31.3,58,26.5,0.0168,4.4,360.0,7.4,360.0,10.0
2015-08-15 13:10:00,1006.4,1008.1,0.0,32.0,57,27.1,0.0172,5.4,360.0,7.8,360.0,10.0
2015-08-15 13:20:00,1006.3,1008.0,0.0,31.7,58,27.1,0.0172,5.2,360.0,7.1,360.0,10.0
2015-08-15 13:30:00,1006.2,1007.9,0.0,31.8,59,27.8,0.0176,5.2,360.0,7.9,360.0,10.0
2015-08-15 13:40:00,1006.2,1007.9,0.0,31.1,57,25.8,0.0164,5.7,360.0,8.4,337.5,10.0
2015-08-15 13:50:00,1006.2,1007.9,0.0,31.0,59,26.5,0.0168,6.3,360.0,8.3,360.0,10.0
2015-08-15 14:00:00,1006.2,1007.9,0.0,30.1,59,25.2,0.016,5.5,360.0,7.6,360.0,10.0
2015-08-15 14:10:00,1006.1,1007.8,0.0,31.4,59,27.1,0.0172,5.2,360.0,8.1,360.0,10.0
2015-08-15 14:20:00,1006.1,1007.8,0.0,30.7,60,26.5,0.0168,4.7,360.0,8.3,360.0,10.0
2015-08-15 14:30:00,1006.2,1007.9,0.0,31.0,60,27.0,0.0171,4.4,360.0,7.3,22.5,10.0
2015-08-15 14:40:00,1006.1,1007.8,0.0,31.0,62,27.9,0.0177,4.7,337.5,7.3,337.5,10.0
2015-08-15 14:50:00,1006.0,1007.7,0.0,31.0,61,27.4,0.0174,6.5,337.5,8.5,337.5,10.0
2015-08-15 15:00:00,1006.0,1007.7,0.0,30.1,65,27.8,0.0176,6.1,337.5,8.2,360.0,10.0
2015-08-15 15:10:00,1006.0,1007.7,0.0,30.5,64,28.0,0.0178,6.0,337.5,8.5,360.0,10.0
2015-08-15 15:20:00,1006.0,1007.7,0.0,30.8,67,29.8,0.019,3.4,337.5,6.9,360.0,10.0
2015-08-15 15:30:00,1005.9,1007.6,0.0,30.1,63,26.9,0.0171,3.8,337.5,7.0,360.0,10.0
2015-08-15 15:40:00,1005.9,1007.6,0.0,29.9,67,28.3,0.018,4.7,315.0,7.8,315.0,10.0
2015-08-15 15:50:00,1005.8,1007.5,0.0,30.4,65,28.2,0.018,5.5,360.0,7.7,360.0,10.0
2015-08-15 16:00:00,1005.9,1007.6,0.0,29.7,66,27.5,0.0175,4.1,337.5,7.7,337.5,10.0
2015-08-15 16:10:00,1005.9,1007.6,0.0,30.7,64,28.3,0.018,3.8,360.0,7.0,22.5,10.0
2015-08-15 16:20:00,1005.8,1007.5,0.0,30.2,66,28.3,0.018,3.4,337.5,7.0,360.0,10.0
2015-08-15 16:30:00,1005.9,1007.6,0.0,29.7,65,27.1,0.0172,3.6,337.5,5.8,315.0,10.0
2015-08-15 16:40:00,1005.9,1007.6,0.0,29.4,68,27.9,0.0177,3.6,337.5,5.5,360.0,10.0
2015-08-15 16:50:00,1005.9,1007.6,0.0,29.2,68,27.6,0.0175,4.2,337.5,6.7,360.0,10.0
2015-08-15 17:00:00,1005.9,1007.6,0.0,29.7,68,28.4,0.0181,3.0,360.0,5.3,315.0,10.0
2015-08-15 17:10:00,1005.9,1007.6,0.0,29.5,69,28.5,0.0181,3.7,360.0,6.1,337.5,10.0
2015-08-15 17:20:00,1005.8,1007.5,0.0,29.2,70,28.4,0.0181,2.8,337.5,5.1,360.0,10.0
2015-08-15 17:30:00,1005.8,1007.5,0.0,29.1,68,27.4,0.0174,3.6,360.0,6.0,360.0,10.0
2015-08-15 17:40:00,1005.7,1007.4,0.0,28.7,71,28.0,0.0178,3.6,337.5,6.0,337.5,10.0
2015-08-15 17:50:00,1005.7,1007.4,0.0,29.4,71,29.1,0.0185,3.3,360.0,5.8,22.5,10.0
2015-08-15 18:00:00,1005.8,1007.5,0.0,29.1,68,27.4,0.0174,3.6,337.5,5.2,337.5,10.0
2015-08-15 18:10:00,1005.8,1007.5,0.0,28.5,71,27.6,0.0176,3.6,337.5,5.2,360.0,5.0
2015-08-15 18:20:00,1005.8,1007.5,0.0,28.5,71,27.6,0.0176,3.3,360.0,5.3,360.0,1.0
2015-08-15 18:30:00,1005.8,1007.5,0.0,28.5,74,28.8,0.0183,3.0,360.0,5.2,337.5,0.0
2015-08-15 18:40:00,1005.8,1007.5,0.0,28.1,75,28.5,0.0182,2.8,337.5,4.5,360.0,0.0
2015-08-15 18:50:00,1005.9,1007.6,0.0,28.2,73,27.9,0.0178,3.5,360.0,5.0,360.0,0.0
2015-08-15 19:00:00,1005.9,1007.6,0.0,28.0,72,27.2,0.0173,2.6,360.0,4.1,22.5,0.0
2015-08-15 19:10:00,1005.9,1007.6,0.0,27.9,75,28.2,0.0179,2.6,360.0,3.8,360.0,0.0
2015-08-15 19:20:00,1006.0,1007.7,0.0,27.9,76,28.6,0.0182,2.7,337.5,3.7,360.0,0.0
2015-08-15 19:30:00,1006.1,1007.8,0.0,27.8,75,28.0,0.0178,1.9,337.5,2.9,337.5,0.0
2015-08-15 19:40:00,1006.0,1007.7,0.0,28.0,75,28.4,0.018,2.1,360.0,2.9,360.0,0.0
2015-08-15 19:50:00,1006.1,1007.8,0.0,27.9,75,28.2,0.0179,2.5,337.5,3.3,337.5,0.0
2015-08-15 20:00:00,1006.1,1007.8,0.0,27.8,75,28.0,0.0178,2.1,337.5,3.5,337.5,0.0
2015-08-15 20:10:00,1006.2,1007.9,0.0,28.0,74,28.0,0.0178,1.7,315.0,2.8,292.5,0.0
2015-08-15 20:20:00,1006.3,1008.0,0.0,27.9,74,27.8,0.0177,1.8,315.0,2.9,315.0,0.0
2015-08-15 20:30:00,1006.5,1008.2,0.0,28.0,74,28.0,0.0178,2.1,292.5,3.2,292.5,0.0
2015-08-15 20:40:00,1006.6,1008.3,0.0,27.8,74,27.7,0.0176,2.0,292.5,3.4,292.5,0.0
2015-08-15 20:50:00,1006.6,1008.3,0.0,27.9,74,27.8,0.0177,1.9,292.5,3.0,292.5,0.0
2015-08-15 21:00:00,1006.6,1008.3,0.0,27.7,75,27.9,0.0177,1.7,292.5,2.6,292.5,0.0
2015-08-15 21:10:00,1006.6,1008.3,0.0,27.9,75,28.2,0.0179,1.2,292.5,2.5,315.0,0.0
2015-08-15 21:20:00,1006.6,1008.3,0.0,27.8,75,28.0,0.0178,1.4,270.0,2.4,292.5,0.0
2015-08-15 21:30:00,1006.7,1008.4,0.0,27.8,73,27.3,0.0173,1.5,292.5,2.0,292.5,0.0
2015-08-15 21:40:00,1006.7,1008.4,0.0,27.8,73,27.3,0.0173,1.4,270.0,2.5,247.5,0.0
2015-08-15 21:50:00,1006.7,1008.4,0.0,27.7,74,27.5,0.0175,1.5,247.5,3.0,270.0,0.0
2015-08-15 22:00:00,1006.6,1008.3,0.0,27.4,76,27.7,0.0176,1.6,225.0,2.4,247.5,0.0
2015-08-15 22:10:00,1006.7,1008.4,0.0,27.5,75,27.5,0.0175,2.0,247.5,3.0,247.5,0.0
2015-08-15 22:20:00,1006.6,1008.3,0.0,27.3,76,27.6,0.0175,2.0,247.5,3.2,225.0,0.0
2015-08-15 22:30:00,1006.6,1008.3,0.0,27.1,76,27.3,0.0173,1.6,225.0,2.8,202.5,0.0
2015-08-15 22:40:00,1006.5,1008.2,0.0,27.0,76,27.1,0.0172,1.5,225.0,2.7,225.0,0.0
2015-08-15 22:50:00,1006.6,1008.3,0.0,27.0,76,27.1,0.0172,1.3,225.0,1.9,225.0,0.0
2015-08-15 23:00:00,1006.6,1008.3,0.0,27.0,77,27.5,0.0174,1.3,247.5,2.4,270.0,0.0
2015-08-15 23:10:00,1006.6,1008.3,0.0,27.0,77,27.5,0.0174,1.3,247.5,2.2,247.5,0.0
2015-08-15 23:20:00,1006.6,1008.3,0.0,27.0,77,27.5,0.0174,1.0,225.0,1.7,225.0,0.0
2015-08-15 23:30:00,1006.6,1008.3,0.0,27.1,77,27.6,0.0175,1.5,225.0,2.2,225.0,0.0
2015-08-15 23:40:00,1006.6,1008.3,0.0,27.0,77,27.5,0.0174,1.4,225.0,2.3,202.5,0.0
2015-08-15 23:50:00,1006.5,1008.2,0.0,27.1,77,27.6,0.0175,1.8,202.5,2.5,225.0,0.0
2015-08-16 00:00:00,1006.5,1008.2,0.0,27.0,76,27.1,0.0172,1.1,225.0,2.0,225.0,0.0
